word,emoji,word_vn_upcase,word_vn,emoji_no_punc
:fire:,🔥,lửa,lửa,fire
:fire_engine:,🚒,máy bơm nước cứu hỏa,máy bơm nước cứu hỏa,fire engine
:fire_extinguisher:,🧯,bình cứu hỏa,bình cứu hỏa,fire extinguisher
:firecracker:,🧨,pháo nổ,pháo nổ,firecracker
:firefighter:,🧑‍🚒,lính cứu hỏa,lính cứu hỏa,firefighter
:firefighter_dark_skin_tone:,🧑🏿‍🚒,lính cứu hỏa màu da sẫm,lính cứu hỏa màu da sẫm,firefighter dark skin tone
:firefighter_light_skin_tone:,🧑🏻‍🚒,lính cứu hỏa màu da sáng,lính cứu hỏa màu da sáng,firefighter light skin tone
:firefighter_medium-dark_skin_tone:,🧑🏾‍🚒,lính cứu hỏa màu da sẫm vừa,lính cứu hỏa màu da sẫm vừa,firefighter medium-dark skin tone
:firefighter_medium-light_skin_tone:,🧑🏼‍🚒,lính cứu hỏa màu da sáng vừa,lính cứu hỏa màu da sáng vừa,firefighter medium-light skin tone
:firefighter_medium_skin_tone:,🧑🏽‍🚒,lính cứu hỏa màu da thường,lính cứu hỏa màu da thường,firefighter medium skin tone
:fireworks:,🎆,pháo hoa,pháo hoa,fireworks
:first_quarter_moon:,🌓,Mặt trăng quý đầu tiên,mặt trăng quý đầu tiên,first quarter moon
:first_quarter_moon_face:,🌛,khuôn mặt mặt trăng quí đầu tiên,khuôn mặt mặt trăng quí đầu tiên,first quarter moon face
:fish:,🐟,cá,cá,fish
:fish_cake_with_swirl:,🍥,Bánh cá với xoáy,bánh cá với xoáy,fish cake with swirl
:fishing_pole:,🎣,cần câu cá,cần câu cá,fishing pole
:five-thirty:,🕠,năm giờ ba mươi,năm giờ ba mươi,five-thirty
:five_o’clock:,🕔,năm giờ,năm giờ,five o’clock
:flag_in_hole:,⛳,cờ trong lỗ,cờ trong lỗ,flag in hole
:flamingo:,🦩,Chim hồng hạc,chim hồng hạc,flamingo
:flashlight:,🔦,Đèn pin,đèn pin,flashlight
:flat_shoe:,🥿,giày phẳng,giày phẳng,flat shoe
:flatbread:,🫓,bánh mỳ cắt lát,bánh mỳ cắt lát,flatbread
:fleur-de-lis:,⚜,Hoa bách hợp,hoa bách hợp,fleur-de-lis
:flexed_biceps:,💪,bắp tay uốn cong,bắp tay uốn cong,flexed biceps
:flexed_biceps_dark_skin_tone:,💪🏿,bắp tay uốn cong màu da sẫm,bắp tay uốn cong màu da sẫm,flexed biceps dark skin tone
:flexed_biceps_light_skin_tone:,💪🏻,bắp tay uốn cong màu da sáng,bắp tay uốn cong màu da sáng,flexed biceps light skin tone
:flexed_biceps_medium-dark_skin_tone:,💪🏾,bắp tay uốn cong màu da sẫm vừa,bắp tay uốn cong màu da sẫm vừa,flexed biceps medium-dark skin tone
:flexed_biceps_medium-light_skin_tone:,💪🏼,bắp tay uốn cong màu da sáng vừa,bắp tay uốn cong màu da sáng vừa,flexed biceps medium-light skin tone
:flexed_biceps_medium_skin_tone:,💪🏽,bắp tay uốn cong màu da thường,bắp tay uốn cong màu da thường,flexed biceps medium skin tone
:floppy_disk:,💾,đĩa mềm,đĩa mềm,floppy disk
:flower_playing_cards:,🎴,lá bài hoa,lá bài hoa,flower playing cards
:flushed_face:,😳,mặt đỏ ửng,mặt đỏ ửng,flushed face
:fly:,🪰,ruồi,ruồi,fly
:flying_disc:,🥏,đĩa bay,đĩa bay,flying disc
:flying_saucer:,🛸,đĩa bay,đĩa bay,flying saucer
:fog:,🌫,sương mù,sương mù,fog
:foggy:,🌁,sương mù,sương mù,foggy
:folded_hands:,🙏,chắp tay,chắp tay,folded hands
:folded_hands_dark_skin_tone:,🙏🏿,chắp tay màu da sẫm,chắp tay màu da sẫm,folded hands dark skin tone
:folded_hands_light_skin_tone:,🙏🏻,chắp tay màu da sáng,chắp tay màu da sáng,folded hands light skin tone
:folded_hands_medium-dark_skin_tone:,🙏🏾,chắp tay màu da sẫm vừa,chắp tay màu da sẫm vừa,folded hands medium-dark skin tone
:folded_hands_medium-light_skin_tone:,🙏🏼,chắp tay màu da sáng vừa,chắp tay màu da sáng vừa,folded hands medium-light skin tone
:folded_hands_medium_skin_tone:,🙏🏽,chắp tay màu da thường,chắp tay màu da thường,folded hands medium skin tone
:fondue:,🫕,nước xốt,nước xốt,fondue
:foot:,🦶,Bàn Chân,bàn chân,foot
:foot_dark_skin_tone:,🦶🏿,Bàn Chân màu da sẫm,bàn chân màu da sẫm,foot dark skin tone
:foot_light_skin_tone:,🦶🏻,Bàn Chân màu da sáng,bàn chân màu da sáng,foot light skin tone
:foot_medium-dark_skin_tone:,🦶🏾,Bàn Chân màu da sẫm vừa,bàn chân màu da sẫm vừa,foot medium-dark skin tone
:foot_medium-light_skin_tone:,🦶🏼,Bàn Chân màu da sáng vừa,bàn chân màu da sáng vừa,foot medium-light skin tone
:foot_medium_skin_tone:,🦶🏽,Bàn Chân màu da thường,bàn chân màu da thường,foot medium skin tone
:footprints:,👣,dấu chân,dấu chân,footprints
:fork_and_knife:,🍴,nĩa và dao,nĩa và dao,fork and knife
:fork_and_knife_with_plate:,🍽,nĩa và dao với đĩa,nĩa và dao với đĩa,fork and knife with plate
:fortune_cookie:,🥠,bánh may mắn,bánh may mắn,fortune cookie
:fountain:,⛲,Đài phun nước,đài phun nước,fountain
:fountain_pen:,🖋,Bút máy,bút máy,fountain pen
:four-thirty:,🕟,bốn giờ ba mươi,bốn giờ ba mươi,four-thirty
:four_leaf_clover:,🍀,cỏ ba lá bốn lá,cỏ ba lá bốn lá,four leaf clover
:four_o’clock:,🕓,bốn giờ,bốn giờ,four o’clock
:fox:,🦊,cáo,cáo,fox
:framed_picture:,🖼,hình ảnh đóng khung,hình ảnh đóng khung,framed picture
:french_fries:,🍟,khoai tây chiên,khoai tây chiên,french fries
:fried_shrimp:,🍤,Tôm chiên,tôm chiên,fried shrimp
:frog:,🐸,con ếch,con ếch,frog
:front-facing_baby_chick:,🐥,gà con mặt trước,gà con mặt trước,front-facing baby chick
:frowning_face:,☹,Khuôn mặt cau mày,khuôn mặt cau mày,frowning face
:frowning_face_with_open_mouth:,😦,khuôn mặt cau mày với miệng mở,khuôn mặt cau mày với miệng mở,frowning face with open mouth
:fuel_pump:,⛽,bơm nhiên liệu,bơm nhiên liệu,fuel pump
:full_moon:,🌕,trăng tròn,trăng tròn,full moon
:full_moon_face:,🌝,Mặt trăng tròn,mặt trăng tròn,full moon face
:funeral_urn:,⚱,bình tang lễ,bình tang lễ,funeral urn
:game_die:,🎲,xúc xắc,xúc xắc,game die
:garlic:,🧄,tỏi,tỏi,garlic
:gear:,⚙,bàn đạp,bàn đạp,gear
:gem_stone:,💎,đá quý,đá quý,gem stone
:genie:,🧞,thần đèn,thần đèn,genie
:ghost:,👻,con ma,con ma,ghost
:giraffe:,🦒,hươu cao cổ,hươu cao cổ,giraffe
:girl:,👧,cô gái,cô gái,girl
:girl_dark_skin_tone:,👧🏿,cô gái màu da sẫm,cô gái màu da sẫm,girl dark skin tone
:girl_light_skin_tone:,👧🏻,cô gái màu da sáng,cô gái màu da sáng,girl light skin tone
:girl_medium-dark_skin_tone:,👧🏾,cô gái màu da sẫm vừa,cô gái màu da sẫm vừa,girl medium-dark skin tone
:girl_medium-light_skin_tone:,👧🏼,cô gái màu da sáng vừa,cô gái màu da sáng vừa,girl medium-light skin tone
:girl_medium_skin_tone:,👧🏽,cô gái màu da thường,cô gái màu da thường,girl medium skin tone
:glass_of_milk:,🥛,cốc sữa,cốc sữa,glass of milk
:glasses:,👓,kính đeo,kính đeo,glasses
:globe_showing_Americas:,🌎,Quả cầu hiển thị châu Mỹ,quả cầu hiển thị châu mỹ,globe showing Americas
:globe_showing_Asia-Australia:,🌏,Quả cầu hiển thị châu Á-Úc,quả cầu hiển thị châu á-úc,globe showing Asia-Australia
:globe_showing_Europe-Africa:,🌍,Quả cầu cho thấy Châu Âu-Châu Phi,quả cầu cho thấy châu âu-châu phi,globe showing Europe-Africa
:globe_with_meridians:,🌐,Quả cầu với kinh tuyến,quả cầu với kinh tuyến,globe with meridians
:gloves:,🧤,găng tay,găng tay,gloves
:glowing_star:,🌟,ngôi sao phát sáng,ngôi sao phát sáng,glowing star
:goal_net:,🥅,gôn lưới,gôn lưới,goal net
:goat:,🐐,con dê,con dê,goat
:goblin:,👺,yêu tinh,yêu tinh,goblin
:goggles:,🥽,kính bảo hộ,kính bảo hộ,goggles
:gorilla:,🦍,con khỉ đột,con khỉ đột,gorilla
:graduation_cap:,🎓,Nón tốt nghiệp,nón tốt nghiệp,graduation cap
:grapes:,🍇,quả nho,quả nho,grapes
:green_apple:,🍏,táo Xanh,táo xanh,green apple
:green_book:,📗,Sách xanh,sách xanh,green book
:green_circle:,🟢,Vòng tròn xanh,vòng tròn xanh,green circle
:green_heart:,💚,trái tim màu xanh,trái tim màu xanh,green heart
:green_salad:,🥗,xà lách xanh,xà lách xanh,green salad
:green_square:,🟩,hình vuông xanh,hình vuông xanh,green square
:grimacing_face:,😬,mặt nhăn nhó,mặt nhăn nhó,grimacing face
:grinning_cat:,😺,mèo cười toa toét,mèo cười toa toét,grinning cat
:grinning_cat_with_smiling_eyes:,😸,mèo cười toa toét với đôi mắt mỉm cười,mèo cười toa toét với đôi mắt mỉm cười,grinning cat with smiling eyes
:grinning_face:,😀,Khuôn mặt cười toe toét,khuôn mặt cười toe toét,grinning face
:grinning_face_with_big_eyes:,😃,khuôn mặt cười toe toét với đôi mắt to,khuôn mặt cười toe toét với đôi mắt to,grinning face with big eyes
:grinning_face_with_smiling_eyes:,😄,khuôn mặt cười toe toét với đôi mắt mỉm cười,khuôn mặt cười toe toét với đôi mắt mỉm cười,grinning face with smiling eyes
:grinning_face_with_sweat:,😅,Mặt cười toe toét với mồ hôi,mặt cười toe toét với mồ hôi,grinning face with sweat
:grinning_squinting_face:,😆,mặt nheo mắt cười toa toét,mặt nheo mắt cười toa toét,grinning squinting face
:growing_heart:,💗,trái tim bành trướng,trái tim bành trướng,growing heart
:guard:,💂,bảo vệ,bảo vệ,guard
:guard_dark_skin_tone:,💂🏿,bảo vệ màu da sẫm,bảo vệ màu da sẫm,guard dark skin tone
:guard_light_skin_tone:,💂🏻,bảo vệ màu da sáng,bảo vệ màu da sáng,guard light skin tone
:guard_medium-dark_skin_tone:,💂🏾,bảo vệ màu da sẫm vừa,bảo vệ màu da sẫm vừa,guard medium-dark skin tone
:guard_medium-light_skin_tone:,💂🏼,bảo vệ màu da sáng vừa,bảo vệ màu da sáng vừa,guard medium-light skin tone
:guard_medium_skin_tone:,💂🏽,bảo vệ màu da thường,bảo vệ màu da thường,guard medium skin tone
:guide_dog:,🦮,chó dẫn đường,chó dẫn đường,guide dog
:guitar:,🎸,đàn ghi ta,đàn ghi ta,guitar
:hamburger:,🍔,bánh hamburger,bánh hamburger,hamburger
:hammer:,🔨,cây búa,cây búa,hammer
:hammer_and_pick:,⚒,búa và cuốc,búa và cuốc,hammer and pick
:hammer_and_wrench:,🛠,búa và cờ lê,búa và cờ lê,hammer and wrench
:hamster:,🐹,chuột hamster,chuột hamster,hamster
:hand_with_fingers_splayed:,🖐,bàn tay với ngón tay xoè ra,bàn tay với ngón tay xoè ra,hand with fingers splayed
:hand_with_fingers_splayed_dark_skin_tone:,🖐🏿,bàn tay với ngón tay xoè ra màu da sẫm,bàn tay với ngón tay xoè ra màu da sẫm,hand with fingers splayed dark skin tone
:hand_with_fingers_splayed_light_skin_tone:,🖐🏻,bàn tay với ngón tay xoè ra màu da sáng,bàn tay với ngón tay xoè ra màu da sáng,hand with fingers splayed light skin tone
:hand_with_fingers_splayed_medium-dark_skin_tone:,🖐🏾,bàn tay với ngón tay xoè ra màu da sẫm vừa,bàn tay với ngón tay xoè ra màu da sẫm vừa,hand with fingers splayed medium-dark skin tone
:hand_with_fingers_splayed_medium-light_skin_tone:,🖐🏼,bàn tay với ngón tay xoè ra màu da sáng vừa,bàn tay với ngón tay xoè ra màu da sáng vừa,hand with fingers splayed medium-light skin tone
:hand_with_fingers_splayed_medium_skin_tone:,🖐🏽,bàn tay với ngón tay xoè ra màu da thường,bàn tay với ngón tay xoè ra màu da thường,hand with fingers splayed medium skin tone
:handbag:,👜,túi xách tay,túi xách tay,handbag
:handshake:,🤝,bắt tay,bắt tay,handshake
:hatching_chick:,🐣,gà nở,gà nở,hatching chick
:headphone:,🎧,tai nghe,tai nghe,headphone
:headstone:,🪦,bia đá,bia đá,headstone
:health_worker:,🧑‍⚕️,Nhân viên y tế,nhân viên y tế,health worker
:health_worker_dark_skin_tone:,🧑🏿‍⚕️,Nhân viên y tế màu da sẫm,nhân viên y tế màu da sẫm,health worker dark skin tone
:health_worker_light_skin_tone:,🧑🏻‍⚕️,Nhân viên y tế màu da sáng,nhân viên y tế màu da sáng,health worker light skin tone
:health_worker_medium-dark_skin_tone:,🧑🏾‍⚕️,Nhân viên y tế màu da sẫm vừa,nhân viên y tế màu da sẫm vừa,health worker medium-dark skin tone
:health_worker_medium-light_skin_tone:,🧑🏼‍⚕️,Nhân viên y tế màu da sáng vừa,nhân viên y tế màu da sáng vừa,health worker medium-light skin tone
:health_worker_medium_skin_tone:,🧑🏽‍⚕️,Nhân viên y tế màu da thường,nhân viên y tế màu da thường,health worker medium skin tone
:hear-no-evil_monkey:,🙉,khỉ bịt tai,khỉ bịt tai,hear-no-evil monkey
:heart_decoration:,💟,Trang trí trái tim,trang trí trái tim,heart decoration
:heart_exclamation:,❣,chấm than trái tim,chấm than trái tim,heart exclamation
:heart_on_fire:,❤️‍🔥,Trái tim bốc cháy,trái tim bốc cháy,heart on fire
:heart_suit:,♥,bộ đồ trái tim,bộ đồ trái tim,heart suit
:heart_with_arrow:,💘,Trái tim với mũi tên,trái tim với mũi tên,heart with arrow
:heart_with_ribbon:,💝,trái tim với ruy băng,trái tim với ruy băng,heart with ribbon
:heavy_dollar_sign:,💲,Dấu hiệu đô la nặng,dấu hiệu đô la nặng,heavy dollar sign
:hedgehog:,🦔,nhím,nhím,hedgehog
:helicopter:,🚁,máy bay trực thăng,máy bay trực thăng,helicopter
:herb:,🌿,thảo mộc,thảo mộc,herb
:hibiscus:,🌺,dâm bụt,dâm bụt,hibiscus
:high-heeled_shoe:,👠,giày cao gót,giày cao gót,high-heeled shoe
:high-speed_train:,🚄,tàu cao tốc,tàu cao tốc,high-speed train
:high_voltage:,⚡,điện cao thế,điện cao thế,high voltage
:hiking_boot:,🥾,giày leo núi,giày leo núi,hiking boot
:hindu_temple:,🛕,Đền hindu,đền hindu,hindu temple
:hippopotamus:,🦛,Hà mã,hà mã,hippopotamus
:hole:,🕳,hố,hố,hole
:hollow_red_circle:,⭕,vòng tròn đỏ rỗng,vòng tròn đỏ rỗng,hollow red circle
:honey_pot:,🍯,hũ mật ong,hũ mật ong,honey pot
:honeybee:,🐝,ong mật,ong mật,honeybee
:hook:,🪝,cái móc,cái móc,hook
:horizontal_traffic_light:,🚥,Đèn giao thông ngang,đèn giao thông ngang,horizontal traffic light
:horse:,🐎,ngựa,ngựa,horse
:horse_face:,🐴,mặt ngựa,mặt ngựa,horse face
:horse_racing:,🏇,đua ngựa,đua ngựa,horse racing
:horse_racing_dark_skin_tone:,🏇🏿,đua ngựa màu da sẫm,đua ngựa màu da sẫm,horse racing dark skin tone
:horse_racing_light_skin_tone:,🏇🏻,đua ngựa màu da sáng,đua ngựa màu da sáng,horse racing light skin tone
:horse_racing_medium-dark_skin_tone:,🏇🏾,đua ngựa màu da sẫm vừa,đua ngựa màu da sẫm vừa,horse racing medium-dark skin tone
:horse_racing_medium-light_skin_tone:,🏇🏼,đua ngựa màu da sáng vừa,đua ngựa màu da sáng vừa,horse racing medium-light skin tone
:horse_racing_medium_skin_tone:,🏇🏽,đua ngựa màu da thường,đua ngựa màu da thường,horse racing medium skin tone
:hospital:,🏥,bệnh viện,bệnh viện,hospital
:hot_beverage:,☕,thức uống nóng,thức uống nóng,hot beverage
:hot_dog:,🌭,bánh mì kẹp xúc xích,bánh mì kẹp xúc xích,hot dog
:hot_face:,🥵,khuôn mặt nóng,khuôn mặt nóng,hot face
:hot_pepper:,🌶,ớt,ớt,hot pepper
:hot_springs:,♨,suối nước nóng,suối nước nóng,hot springs
:hotel:,🏨,khách sạn,khách sạn,hotel
