abb,start_index,end_index,cmt,origin,,,,,,,,,,,,,,,,,,,,,
cn,9,11,miệt thi cn đi cau hè,chúng nó,,,,,,,,,,,,,,,,,,,,,
cn,4,6,hôm cn gặp ông á ở phố đi bộ với người yêu nhé,chủ nhật,,,,,,,,,,,,,,,,,,,,,
cn,30,32,có khối người khối dn rồi cn cứ nói đừng quan tâm đến chính trị chính em gì chi cho mệt cứ lo làm kiếm tiền nuôi thân nuôi gia đình mà đâu biết công sức làm ra thì phải chịu thuế phí vô lý liên quan đến các dịch vụ vận c,công nghiệp,,,,,,,,,,,,,,,,,,,,,
cn,6,8,hoàng cn về làm vài nháy chứ béo gì ha ha,chủ nhật,,,,,,,,,,,,,,,,,,,,,
cơm sườn,22,30,bản chất thật của bọn cơm sườn ngày càng được công khai lộ liễu không còn dấu diếm như thời gian trước,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,33,41,cho em hỏi đường lên thiên đường cơm sườn sắp tới chưa ạ chứ dân trả phí cao quá,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,0,8,cơm sườn là thứ súc vật nên tiếp tục sinh ra những con người có suy nghĩ của súc vật,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,0,8,cơm sườn,cơm sườn,,,,,,,,,,,,,,,,,,,,,
cơm sườn,14,22,bậy à éo phải cơm sườn mà là cháu ngoan bác hù,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,35,43,địt mẹ ads phản động nhé các bạn cơm sườn đói là thích các bạn ấy làm thôi,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,71,79,bài viết của bạn quá hay làm cho người đọc càng hiểu thêm nhiều về bọn cơm sườn mọi rợ,cộng sản,,,,,,,,,,,,,,,,,,,,,
cơm sườn,45,53,quản trị viên đéo biết thì thôi tầm nhìn nhà cơm sườn nó phải năm nữa mới thấy cơ,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,12,14,thien duong cs ngo that biet trung quốc mun hai việt nam ma van tiep tay cho trung quốc,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,14,16,mấy thằng chó cs chắc tức lắm vì người dân đã phá cái nơi cung cấp cứt cho tụi nó ăn,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,141,143,cái ảnh hưởng là ảnh hưởng đến thần kinh của mấy thằng não chó suốt ngày mở mồm là đụ mẹ cộng sản trong khj còn ăn hạt gạo uống giọt nước do cs làm ra ngu như chó vậy,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,9,11,vẫn kiểu cs đánh úp như hồi chiến tranh,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,0,2,cs nó làm gì nhỉ,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,24,26,mình sống ở cái nôi của cs nhưng hàng năm cứ đến những ngày này ở hn hải phòng hạ long nhộn nhịp mua sắm cây thông thật giả ông già noel đồ trang trí về đặt trang trọng ở phòng khách không phân biệt tôn giáo ra nhà thờ xem các chương trình chào mừng gs mình nói đúng hay không thì mọi người đọc tự ngẫm với thực tế nhé,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,94,96,báo giao thông thì một phe chúng đăng báo để dắt mũi dư luận nhưng toàn dân đã không còn tinh cs nửa rồi một ngày không xa cả nc sẽ đứng lên thay đổi cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,150,152,báo giao thông thì một phe chúng đăng báo để dắt mũi dư luận nhưng toàn dân đã không còn tinh cs nửa rồi một ngày không xa cả nc sẽ đứng lên thay đổi cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,11,13,khi chế độ cs trung quốc sụp đổ điều này đang đến gần bằng chứng là làn gió độc của các cuộc biểu tình ở hongkong đang lan vào đại lục điển hình là thượng hải vào ngày vũ hán hồ bắc tháng thị trấn văn lầu quảng đông thì người dân xứ đông laos sẽ làm gì với bọn cs xứ này xin xem hồi sau sẽ rõ sẽ có thêm lời bình của mao ton cương,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,261,263,khi chế độ cs trung quốc sụp đổ điều này đang đến gần bằng chứng là làn gió độc của các cuộc biểu tình ở hongkong đang lan vào đại lục điển hình là thượng hải vào ngày vũ hán hồ bắc tháng thị trấn văn lầu quảng đông thì người dân xứ đông laos sẽ làm gì với bọn cs xứ này xin xem hồi sau sẽ rõ sẽ có thêm lời bình của mao ton cương,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,0,2,cs mà,cuộc sống,,,,,,,,,,,,,,,,,,,,,
cs,59,61,chế độ tốt sinh ra con người tốt hết xả súng da đen trẻ em cs mỹ lại làm cái trò này,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,15,17,mới nhìn tưởng cs cẩm ly không à ️,ca sĩ,,,,,,,,,,,,,,,,,,,,,
cs,95,97,nên nhớ đất nước này tài sảng này là của dân tộc nhân dân viết nam chứ không phải của cái đảng cs cái đảng này như cơ quan quản lý quản lý không xong thì để người khác quản lý chứ đừng lỳ cái mặt bám ghế làm cho đất nước ngày càng lụn bại tàn mạt tao,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,36,38,cho nó ngáp cho nó chừa cho mày tin cs nhe con,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,210,212,khi sự thật nó trần trụi thì chả con bò nào chịu như thế cả tư duy chỉ cần thắng bóng đá còn nô lệ ông nhiễm chết lần chết mòn dân tộc suy vong thì mặc kệ chính điểm yếu này mà tầng lớp thanh niên việt nam bị cs dắt mũi như những con lừa chỉ bằng vài trận bóng sự thật luôn nghịch nhĩ,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,11,13,không phuc cs tật giật mình à,có,,,,,,,,,,,,,,,,,,,,,
cs,16,18,thiên đường của cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,45,47,thật ra đu càng tốn cả triệu đô chỉ có ở bọn cs quan lớn tham nhũng đưa gia đình và con cái du học định cư sung sướng chứ bò đỏ umê bưng bô làm gì có cửa đu chỉ biết làm con chốt thí cho giặc tàu ha ha,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,61,63,con nhà cộng nô có khác dân có mù có điếc cũng biết cái quân cs nhà nó là lũ bán nước hại dân thấy mc phan anh được nhiều người mến mộ thì nó đi cắn người tốt,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,37,39,đúng vậy bà tôi là một sảng phẩm của cs bà là người con của miền nam nhưng ba mẹ bà lại đi tập kết và sinh bà ngoài bắc bà sống mấy chục năm đầu đời trong trại trẻ gọi là học sinh miền nam cái gốc là bà vẫn vô cùng tốt bụng bà không tham không,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,79,81,mấy thánh im đi được rồi có phán cũng chẳng giải quyết được gì đâu cứ tiếp tục cs của mình đi,cuộc sống,,,,,,,,,,,,,,,,,,,,,
cs,184,186,cái nào không bao che cho nhau được là lôi bệnh tâm thần ra làm lá che chắn để chối tội vậy là tưởng như căn bệnh hiểm nghèo đối với dân đen nhưng là một cái phao để cứu cho những tên cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,147,149,trầm ngâm cứt tên nào đi ngược lại ích nhân dân đều là bò ngu tung hứng hò bà ấy chó cộng sản việt nam là chúa lừa dân và ăn cướp đồng bào loại bỏ cs là nhiệm vụ chính của nhà báo ngu dốt và chính nhân dân,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,0,2,cs như bầy sư tử săn mồi gặp phải thứ gì chúng cũng muốn cướp hết và bất chấp tất cả trừ khi người bị cướp đủ năng lực chống trả thì chúng mới dừng bản chất của lũ cs là cướp và cướp,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,164,166,cs như bầy sư tử săn mồi gặp phải thứ gì chúng cũng muốn cướp hết và bất chấp tất cả trừ khi người bị cướp đủ năng lực chống trả thì chúng mới dừng bản chất của lũ cs là cướp và cướp,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,51,53,ai chả hướng về đất nước nhưng không theo tư tưởng cs thôi,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,25,27,thôn cái lù địt con mẹ cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,63,65,mấy thằng lồn bị nhồi não suốt ngày chỉ đi canh bợ đít cho đám cs đéo quan tâm tìm hiểu tin tức được mẹ gì vẫn vào bình luận như đúng rồi,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,4,6,mới cs thôi,có,,,,,,,,,,,,,,,,,,,,,
cs,14,16,thà bợ đít cs chứ không bợ đít lủ chó chúng mày,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,155,157,năm ngoái thì vườn rau lộc hưng năm nay tới biên hoà nếu dân việt nam không đoàn kết đồng lòng như dân hồng kông cuối cùng sẽ không có đất để chôn thân vì cs sẽ giao hết cho tầu cộng rồi hạ cánh an toàn ở nước ngoài người kế tiếp mất nhà chính là bạn,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,146,148,giờ ngân sách thu được ở địa phương nào thi chỉ chi tiêu cho địa phương đó saigon là nơi nghèo đói vì bị bọn mỹ ngụy kềm kẹp bóc lột lâu năm được cs vào giải phóng cứu đói cứ để cho nó thu bao nhiêu xài bấy nhiêu không đủ chi thì kệ saigon cho nó chết,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,63,65,á đù bệnh tâm thần mà cho làm trung tá mới hay hèn gì bọn đảng cs toàn là một lũ tâm thần nhưng hám của,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,0,2,cs cha cs con rận cha rận con ai đúng ai sai thì cũng chỉ là mỗi người nghe từ phía đéo có gì là minh bạch kẻ thắng làm vua thế thôi,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,7,9,cs cha cs con rận cha rận con ai đúng ai sai thì cũng chỉ là mỗi người nghe từ phía đéo có gì là minh bạch kẻ thắng làm vua thế thôi,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,24,26,một phong cách rất ư là cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,4,6,chó cs bán nước hại dân,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,23,25,đã đảo hàn xẻng bị cs mua chuộc treo cờ máu bên cali mà bắt chước treo thế này chắc nhiều ông bà đứt gân máu tăng xong chết quá,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,43,45,bớ người ta tư bản hùa bưng bô tung hô cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,77,79,mẹ tụi không có não mới kếu là phản động không hiểu chuyen gì ma cu nói tới cs la tụi nó nhảy tưng tưng lên ý như là ăn hết của ông bà ông vãi tụi nó mẹ ngu dốt mà tưởng thông minh,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,11,13,không thấy cs đâu hết thấy có con chó có ai giống mình không,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,54,56,hay lắm bạn ơi lần sau cứ thế phát huy đỡ khổ mấy anh cs,cảnh sát,,,,,,,,,,,,,,,,,,,,,
cs,57,59,thua trung hết dân nó dù ở hải ngoại theo hay không theo cs dân nó rất đoàn kết còn người việt mình bág bổ phỉ bág nhau năm quá,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,26,28,chị này nhìn có nét giống cs cẩm ly chị nên tham gia thách thức danh hài chỉ cần nói thôi là vui rồi,ca sĩ,,,,,,,,,,,,,,,,,,,,,
cs,113,115,day la y kien tam huyet táng rat nhieu tri thuc hai dan chu hoa thi moi bao ve duoc dat nuoc nhung hinh nhu dang cs van chua tinh ra ho vua dien tap chong khung bo ma ke khung bo lai cam co do sao vang,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,38,40,có ông cũng thấy vui vui chờ ngày đón cs nhừ qùynh lên xe tăng ha ha,ca sĩ,,,,,,,,,,,,,,,,,,,,,
cs,34,36,cái đám chết chạy đấy thì nó ghét cs đến xương tuỷ còn gửi tiền về gửi được bn khi làm nail culi lo cuộc sống chưa xong dư dả quá ha còn việt kiều thành đạt kiếm tiền còn gửi về tổ quốc thì chắc chắn không có thời gian mà lên facebook share cái tin rồi chửi chưa,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,38,40,thế mày ăn rồi ỉa không được cũng tại cs á,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,0,2,cs làm ra,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,199,201,cho dù một tôn giáo nào đức tin không mất tiền mua nhưng cứu cả phần hồn và phần xác là chân lý là ánh sáng là con đường tốt đẹp cứu cánh cho cả nhân loại không rơi vào bế tắc tà ma diệt vong chỉ lũ cs học thuyết vô thần làm con người mất phương hướng làm xã hội thêm loạn lạc điêu linh mà thôi các bạn cứ chiêm nghiệm đi rồi sẻ thấy mỗi chúng ta hãy giữ lấy đức tin cho chính mình,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,85,87,nói quá đúng chỉ buồn con người việt nam hiện giờ đã quá sợ hãi trước sự tàn ác của cs nên họ bịt tai bịt mắt bịt miệng trước nổi đau của đồng bào đồng loại nhưng họ không hiểu rằng hôm nay là chuyện đã xãy ra với anh ấy ngay mai nó sẽ xảy ra là chính mình bởi thế có bịt tai bịt mắt cũng vô ích hãy liên kết để hành động vì sự thật vì lẽ phải,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,43,45,lũ đu càng tụt quần liếm đít giờ đang chửi cs bán nước,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,34,36,nhìn ông lân vẫn đang còn căm thù cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,27,29,vậy nó có ảnh hưởng gì tới cs chưa,cuộc sống,,,,,,,,,,,,,,,,,,,,,
cs,24,26,đúng là nhiều lúc trong cs cần có chỗ để xả vì ngoài đời không thể chửi được cam ơn ý tương hay vãi lồn địt mẹ quản trị viên chửi cho vui,cuộc sống,,,,,,,,,,,,,,,,,,,,,
cs,57,59,thảo tròn thôi thì cứ cố gắng hồn nhiên như con điên cho cs nó bớt mệt mỏi ️,cuộc sống,,,,,,,,,,,,,,,,,,,,,
cs,20,22,vẫn là dân khổ đảng cs muôn năm,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,146,148,chỉ mong trời xanh trên cao soi thấu xui khiến lãnh đạo tất cả các nước trừ bọn trung quốc đuổi hết bọn quan và con cháu của tất cả bọn đảng viên cs không trừ một ai kể cả họ đã ra khỏi đảng ra khỏi các nước không cho cư trú không cho nhập cảnh không chúng,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,272,274,thật nực cười sai phạm tày trời vẫn leo cao đến người cấp bậc cao nhất chỉ đến khi muốn hạ bệ nhau thì tội trạng mới được lôi ra xử lý thiệt hại cho nd hàng bao ngàn tỉ rồi lại chỉ cảnh cáo cắt chức về vườn an toàn thế là xong chế độ này chúng chỉ nhân đạo với bọn q chức cs,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,3,5,lũ cs đúng là một lũ súc sinh ác độc hơn lũ ngạ quỹ một lũ người không có chút nhân tính quá tàn độc không biết phải dùng từ gì đễ mô tả cho lũ này bất luận thế nào thì cũng có ngày bọn súc vật này cũng phãi đền tội và kết thúc trong đau đớn hơn nhửng gì mà bọn mọi rợ này đả gây ra trong một ngày gần đây,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,14,16,ổng chửi đảng cs giữ lắm mà ta sao giờ quay độ vậy ta,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,117,119,đúng rồi ngu đeo vàng nó chặt tay thì chết chứ còn gì nữa dạo này thời tiết xấu trúng gió độc chết là bình thường mà cs nghèo chỉ có tiền ăn bánh mì không có tiền làm tường chắn gió dễ trúng phong lắm mà quan có bao giờ tham nhũng toàn bị dân ép phải nhận tiền chứ quan thanh liêm lắm thanh niên yêu nước yêu đảng cho hay,cộng sản,,,,,,,,,,,,,,,,,,,,,
cs,14,16,công nghệ của cs đã đạt mức thượng thừa rồi chỉ cần ấn nút là trắng biến thành xanh và biến hóa cả số nữa cơ tư bản làm được không,cộng sản,,,,,,,,,,,,,,,,,,,,,
ct,50,52,thằng mc hỏi nhiều là gì sao không trả lời đi coi ct này mới thấy toàn mời mấy người chuyên chửi không,chương trình,,,,,,,,,,,,,,,,,,,,,
ct,0,2,ct tên khác chứ không phải táo quân,chương trình,,,,,,,,,,,,,,,,,,,,,
ct,13,15,thinh nguyen ct chứ đâu má tự cách ly rồi,công ty,,,,,,,,,,,,,,,,,,,,,
ct,15,17,cũng giống mấy ct nam mỹ với châu âu thôi mà có gì căng,công ty,,,,,,,,,,,,,,,,,,,,,
ct,14,16,yai thương ai ct ai quyền của họ xoi mói tào lao,chia tay,,,,,,,,,,,,,,,,,,,,,
ct,39,41,trần sang được lần sau có cãi nhau nữa ct luôn nhé,chia tay,,,,,,,,,,,,,,,,,,,,,
del,9,12,hài lòng del đâu,đéo,,,,,,,,,,,,,,,,,,,,,
del,7,10,này là del có tí nhân phẩm nào nên nó thế,đéo,,,,,,,,,,,,,,,,,,,,,
del,15,18,phật độ ai chứ del độ tóc anh chip,đéo,,,,,,,,,,,,,,,,,,,,,
del,61,64,đấy thấy chưa không có thông báo mà tự giác là rất tuyệt vời del phải như ai kia làm cả thủ đô ăn mì,đéo,,,,,,,,,,,,,,,,,,,,,
del,7,10,này là del có tí nhân phẩm nào nên nó thế,đéo,,,,,,,,,,,,,,,,,,,,,
del,27,30,rank việt nam mà yasuo thì del phải người việt nam rồi,đéo,,,,,,,,,,,,,,,,,,,,,
đg,19,21,trường giang no no đg chỉ trích vì tính ích kỷ không nghĩ cho người khác chứ bà ấy sống thì tốt th chứ có gì đâu,đang,,,,,,,,,,,,,,,,,,,,,
